Date,Close,High,Low,Open,Volume
2010-09-07,0.22900503873825073,0.23427741372336433,0.22579575928537488,0.22625422192288833,899820000
2010-09-08,0.2365698367357254,0.23817449751689035,0.22694200868305572,0.22946359505900293,1224156000
2010-09-09,0.23336051404476166,0.23977907365454068,0.2303804655837724,0.23954982864721172,697748000
2010-09-10,0.23083895444869995,0.2356528815336477,0.2287758584562141,0.23496517376053222,609292000
2010-09-13,0.24390526115894318,0.24688530923702448,0.23496511692469924,0.23496511692469924,1015792000
2010-09-14,0.24161292612552643,0.24482219192685678,0.23954980325879585,0.24184214378170454,698536000
2010-09-15,0.24207141995429993,0.24230066496686958,0.23611132289606995,0.2393206164377546,555572000
2010-09-16,0.24230057001113892,0.24436366500832232,0.23886206013126832,0.23886206013126832,365280000
2010-09-17,0.2418421059846878,0.24482215366409435,0.241154425796775,0.2445929360437402,416884000
2010-09-20,0.24550987780094147,0.2464268303249907,0.239549782038604,0.24184212235844885,443168000
2010-09-21,0.25880560278892517,0.26293182315244,0.2441346274151697,0.2441346274151697,1779624000
2010-09-22,0.26109778881073,0.2633901288148826,0.2562838638712701,0.25788849640880723,999996000
2010-09-23,0.2663702368736267,0.27462267454301176,0.26178555535215886,0.2640778961128928,1240872000
2010-09-24,0.2810412049293518,0.2819581575344594,0.27026720993903336,0.27233030547852993,1086976000
2010-09-27,0.27508121728897095,0.2833336292134637,0.2714134604379546,0.28310441148956433,999504000
2010-09-28,0.27439337968826294,0.2782903524200921,0.2695794545139242,0.2753103048039228,723192000
2010-09-29,0.2723304331302643,0.2803536560466165,0.2693503835887964,0.2718719702762386,974904000
2010-09-30,0.26774564385414124,0.2789781296251747,0.2654533031653822,0.27576883626479803,787632000
2010-10-01,0.26018092036247253,0.27210111409169346,0.25811782462379973,0.2716426240814486,999120000
2010-10-04,0.257659375667572,0.26201484017087284,0.25238698565139817,0.257659375667572,749500000
2010-10-05,0.25949323177337646,0.26361945088128036,0.2588055240342493,0.2631609881641486,753588000
2010-10-06,0.24711455404758453,0.26063938071092885,0.24459299564811343,0.2594932103492992,1057604000
2010-10-07,0.24528071284294128,0.24848997904922338,0.2379452003825399,0.24826073403726406,761488000
2010-10-08,0.2489483505487442,0.25101147292001785,0.2409251606453255,0.24436367060393352,706932000
2010-10-11,0.24780230224132538,0.25215776672367546,0.24665613169231665,0.25009464333934284,442680000
2010-10-12,0.2526162564754486,0.25376242714695063,0.24367610884161434,0.24573923244643656,605208000
2010-10-13,0.259951651096344,0.2636194068748516,0.2539915821148375,0.25674238528529086,968732000
2010-10-14,0.25582554936408997,0.2606394497621676,0.254679351371941,0.2601809869614265,599172000
2010-10-15,0.25880560278892517,0.26293182315244,0.25582558055731713,0.25995177359396443,639940000
2010-10-18,0.2604101002216339,0.2615562703067978,0.2544500048480414,0.25903468518869704,448156000
2010-10-19,0.25880560278892517,0.2606394815423615,0.2526162859070867,0.25467938242541033,866136000
2010-10-20,0.25880560278892517,0.2659118727109156,0.254450164660523,0.25903484788068004,763532000
2010-10-21,0.2542208433151245,0.25949323290222326,0.2503238692122635,0.2590347701830971,1014428000
2010-10-22,0.2704964578151703,0.2725595809120146,0.2530746569671541,0.25582548776294645,1322676000
2010-10-25,0.27301812171936035,0.2750812454065136,0.27003807238916044,0.272559658897837,673136000
2010-10-26,0.2721010744571686,0.2762272926603422,0.2675163936373875,0.269808734047278,675248000
2010-10-27,0.275998055934906,0.2769149811955169,0.26889178952118237,0.26957949713006757,496796000
2010-10-28,0.27622735500335693,0.2805827918344061,0.2737057690526278,0.27966586639424607,704448000
2010-10-29,0.27553966641426086,0.2785197152922315,0.2727888625756961,0.2757688841268055,554664000
2010-11-01,0.275998055934906,0.28172890713085924,0.2737057154565247,0.2773734711526764,473920000
2010-11-02,0.28172895312309265,0.2863136348283042,0.2755396382864287,0.27714427141788106,581036000
2010-11-03,0.28379201889038086,0.2856258966669403,0.2762272901413561,0.28356277392074103,671748000
2010-11-04,0.28425055742263794,0.28952294719086713,0.28379209468776156,0.28654289842388014,700016000
2010-11-05,0.28906455636024475,0.2915861156927281,0.2849383360662473,0.28631372461300175,735116000
2010-11-08,0.29021066427230835,0.29273222305850005,0.28654290762184254,0.2888352486966684,605156000
2010-11-09,0.2886059582233429,0.29250295929853276,0.28700132518895366,0.290210618584589,633964000
2010-11-10,0.29204440116882324,0.29204440116882324,0.28654276885740704,0.2906689862592572,521016000
2010-11-11,0.28906455636024475,0.2938784572641859,0.281270578621168,0.2851675538272728,1089980000
2010-11-12,0.30396461486816406,0.3135924662078465,0.29869222659330286,0.30006764173521533,2142560000
2010-11-15,0.3002969026565552,0.30969551038493714,0.29960922231333503,0.3053400740192127,733548000
2010-11-16,0.29135677218437195,0.2993799642217265,0.29089830953332274,0.2952537457085731,739356000
2010-11-17,0.2961706519126892,0.2996091622468537,0.2883766787591392,0.2911274815611005,551764000
2010-11-18,0.3053401708602905,0.3083202201578647,0.3000677801533309,0.3000677801533309,993120000
2010-11-19,0.3151971399784088,0.3163433103034379,0.3041938993927586,0.304652362057399,716484000
2010-11-22,0.31542646884918213,0.31726031999538296,0.31038329621653976,0.3131341275895677,462668000
